代码,名称,最新价,涨跌幅,涨跌额,成交量(手),成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率(动态),市净率
600188,兖州煤业,10.32,1.28%,0.13,43.80万,4.51亿,4.02%,10.51,10.10,10.21,10.19,1.13,1.48%,6.61,0.89
002508,老板电器,47.00,1.27%,0.59,13.32万,6.23亿,4.18%,47.74,45.80,47.31,46.41,1.25,1.42%,29.79,5.94
300672,国科微,43.92,1.27%,0.55,1.25万,5542.59万,5.03%,44.98,42.80,43.22,43.37,0.89,0.73%,3934.52,6.90
300513,恒实科技,11.20,1.27%,0.14,3.88万,4325.90万,4.88%,11.36,10.82,11.06,11.06,0.85,1.61%,50.13,1.41
002298,中电兴发,8.80,1.27%,0.11,9.37万,8193.20万,4.95%,8.90,8.47,8.70,8.69,0.88,1.70%,17.18,1.38
600267,海正药业,16.83,1.26%,0.21,8.34万,1.41亿,3.55%,17.04,16.45,16.52,16.62,0.66,0.86%,35.58,2.44
603931,格林达,38.53,1.26%,0.48,1.27万,4841.59万,6.28%,39.39,37.00,38.12,38.05,0.86,4.97%,36.13,3.62
300518,盛讯达,32.93,1.26%,0.41,1.35万,4429.58万,4.77%,33.39,31.84,32.86,32.52,0.89,2.61%,38.35,3.61
603022,新通联,10.45,1.26%,0.13,2.60万,2708.14万,8.91%,10.85,9.93,10.03,10.32,1.03,1.30%,56.95,3.14
300248,新开普,8.04,1.26%,0.10,11.05万,8861.50万,7.93%,8.24,7.61,7.91,7.94,1.00,3.34%,42.55,2.29
300548,博创科技,32.24,1.26%,0.40,4.34万,1.42亿,6.60%,33.75,31.65,31.95,31.84,1.25,3.75%,62.84,7.01
002488,金固股份,6.45,1.26%,0.08,14.35万,9201.51万,5.81%,6.53,6.16,6.39,6.37,0.52,1.83%,944.65,1.64
300470,中密控股,46.00,1.25%,0.57,3.53万,1.63亿,5.33%,47.30,44.88,46.10,45.43,0.95,1.97%,44.22,6.17
600604,市北高新,6.46,1.25%,0.08,11.26万,7257.76万,6.90%,6.66,6.22,6.39,6.38,0.97,0.80%,160.73,1.92
300553,集智股份,27.48,1.25%,0.34,8732,2394.72万,6.08%,28.49,26.84,27.15,27.14,1.20,2.89%,117.21,3.88
300711,广哈通信,16.98,1.25%,0.21,11.66万,2.02亿,11.81%,18.01,16.03,16.77,16.77,0.92,5.65%,-1481.46,6.23
600826,兰生股份,8.09,1.25%,0.10,1.47万,1178.42万,4.51%,8.14,7.78,8.00,7.99,1.32,0.35%,56.85,0.94
300084,海默科技,4.05,1.25%,0.05,8.93万,3547.66万,6.50%,4.08,3.82,3.97,4.00,0.84,2.71%,-1.94,1.21
002579,中京电子,12.15,1.25%,0.15,2.82万,3434.05万,1.75%,12.31,12.10,12.31,12.00,0.76,0.79%,40.86,2.35
002020,京新药业,9.72,1.25%,0.12,7.11万,6838.92万,6.25%,9.88,9.28,9.51,9.60,0.80,1.20%,13.81,1.89
000757,浩物股份,4.05,1.25%,0.05,5.33万,2126.76万,6.00%,4.08,3.84,3.99,4.00,0.69,1.18%,149.12,1.62
300120,经纬辉开,9.74,1.25%,0.12,8.37万,8141.55万,7.07%,9.99,9.31,9.65,9.62,0.69,2.20%,43.60,1.82
600226,*ST瀚叶,1.63,1.24%,0.02,19.00万,3065.38万,2.48%,1.63,1.59,1.59,1.61,0.75,0.78%,19.92,1.36
603603,博天环境,4.90,1.24%,0.06,7.15万,3398.36万,6.20%,4.91,4.61,4.90,4.84,0.76,2.79%,-20.72,2.27
601000,唐山港,2.46,1.23%,0.03,31.78万,7767.09万,1.65%,2.46,2.42,2.43,2.43,0.62,0.54%,8.09,0.81
000685,中山公用,8.20,1.23%,0.10,8.37万,6817.27万,2.59%,8.21,8.00,8.08,8.10,0.98,0.67%,8.60,0.88
600376,首开股份,5.75,1.23%,0.07,3.74万,2137.94万,2.82%,5.77,5.61,5.70,5.68,0.68,0.14%,8.09,0.59
688520,神州细胞-U,45.40,1.23%,0.55,7405,3325.26万,3.30%,45.51,44.03,45.25,44.85,0.50,1.54%,-28.80,25.54
603318,派思股份,6.61,1.23%,0.08,4.21万,2767.09万,4.29%,6.68,6.40,6.53,6.53,0.73,1.05%,131.81,2.65
300497,富祥药业,13.26,1.22%,0.16,6.57万,8590.74万,5.11%,13.37,12.70,13.11,13.10,0.90,1.78%,15.95,3.13
600068,葛洲坝,6.65,1.22%,0.08,23.04万,1.53亿,2.44%,6.68,6.52,6.55,6.57,0.84,0.50%,9.14,0.95
002138,顺络电子,25.80,1.22%,0.31,16.02万,4.15亿,4.63%,26.45,25.27,25.40,25.49,1.17,2.26%,38.37,4.46
300460,惠伦晶体,14.15,1.22%,0.17,9.91万,1.41亿,6.44%,14.66,13.76,13.94,13.98,0.94,4.21%,239.89,6.24
600027,华电国际,3.33,1.22%,0.04,34.32万,1.14亿,2.13%,3.35,3.28,3.29,3.29,0.79,0.42%,6.78,0.70
600875,东方电气,10.83,1.21%,0.13,61.32万,6.63亿,5.51%,11.10,10.51,10.73,10.70,1.18,3.07%,18.88,1.12
688168,安博通,56.88,1.21%,0.68,3655,2074.17万,3.90%,57.52,55.33,56.60,56.20,0.62,1.31%,264.60,2.96
300128,锦富技术,3.35,1.21%,0.04,21.05万,7062.34万,3.93%,3.41,3.28,3.28,3.31,0.77,1.95%,-527.43,3.06
003020,立方制药,33.55,1.21%,0.40,1.92万,6372.67万,4.83%,33.90,32.30,32.60,33.15,0.61,8.31%,23.39,2.73
002381,双箭股份,8.39,1.21%,0.10,5.10万,4217.13万,6.63%,8.53,7.98,8.21,8.29,1.27,1.62%,11.19,1.84
002969,嘉美包装,5.04,1.20%,0.06,3.47万,1747.29万,5.42%,5.13,4.86,4.98,4.98,0.87,0.78%,-402.85,2.33
002975,博杰股份,119.71,1.20%,1.42,2.21万,2.64亿,5.30%,122.42,116.15,118.18,118.29,0.88,6.36%,40.67,12.68
300067,安诺其,4.24,1.19%,0.05,11.86万,4996.42万,5.49%,4.30,4.07,4.19,4.19,0.53,1.82%,27.47,2.29
002279,久其软件,4.24,1.19%,0.05,8.36万,3550.87万,7.88%,4.38,4.05,4.17,4.19,1.20,1.31%,-17.59,4.27
600420,现代制药,9.33,1.19%,0.11,4.77万,4432.69万,3.36%,9.42,9.11,9.22,9.22,0.63,0.46%,11.39,1.22
603903,中持股份,10.19,1.19%,0.12,1.42万,1428.00万,4.17%,10.25,9.83,10.04,10.07,0.45,0.70%,19.16,2.11
600566,济川药业,20.42,1.19%,0.24,3.14万,6391.76万,1.88%,20.48,20.10,20.18,20.18,0.84,0.39%,14.18,2.08
002310,东方园林,4.26,1.19%,0.05,13.30万,5625.67万,4.04%,4.29,4.12,4.20,4.21,0.74,0.52%,472.25,0.92
300908,仲景食品,79.54,1.18%,0.93,2.23万,1.74亿,6.23%,80.90,76.00,78.01,78.61,0.59,9.40%,56.37,5.53
603725,天安新材,7.71,1.18%,0.09,11.60万,8969.67万,11.55%,8.20,7.32,8.06,7.62,6.51,5.65%,64.97,1.98
603196,日播时尚,5.14,1.18%,0.06,1.62万,828.08万,3.54%,5.18,5.00,5.09,5.08,0.70,0.68%,-12.35,1.54
600215,*ST经开,5.15,1.18%,0.06,1.37万,699.40万,2.36%,5.19,5.07,5.09,5.09,0.81,0.29%,21.11,0.96
600415,小商品城,6.01,1.18%,0.07,118.46万,7.10亿,7.24%,6.17,5.74,5.91,5.94,0.64,2.18%,22.11,2.41
300093,金刚玻璃,8.61,1.18%,0.10,4.52万,3805.81万,6.93%,8.63,8.04,8.50,8.51,0.97,2.36%,-28.62,3.17
002851,麦格米特,35.31,1.17%,0.41,4.10万,1.43亿,4.10%,35.44,34.01,34.73,34.90,0.97,1.06%,47.61,6.32
002591,恒大高新,5.17,1.17%,0.06,1.89万,968.65万,4.50%,5.22,4.99,5.11,5.11,1.05,0.87%,34.69,1.21
002965,祥鑫科技,29.30,1.17%,0.34,8915,2590.26万,3.18%,29.39,28.47,28.90,28.96,0.63,1.19%,27.72,2.60
603117,万林物流,3.45,1.17%,0.04,3.62万,1235.53万,4.69%,3.49,3.33,3.42,3.41,1.06,0.57%,44.41,0.96
000027,深圳能源,6.05,1.17%,0.07,44.00万,2.63亿,4.35%,6.11,5.85,5.91,5.98,0.61,0.92%,5.54,1.05
300897,山科智能,38.06,1.17%,0.44,1.06万,4000.86万,5.00%,38.55,36.67,37.00,37.62,0.89,6.23%,54.23,3.18
002478,常宝股份,4.33,1.17%,0.05,2.85万,1223.60万,3.97%,4.36,4.19,4.27,4.28,0.92,0.48%,11.14,0.91
000810,创维数字,7.80,1.17%,0.09,6.30万,4866.56万,5.97%,7.90,7.44,7.62,7.71,1.13,0.62%,22.13,2.14
000150,宜华健康,3.47,1.17%,0.04,27.44万,9419.06万,5.25%,3.53,3.35,3.49,3.43,1.00,3.41%,-11.00,5.16
300823,建科机械,26.94,1.16%,0.31,1.15万,3092.54万,7.06%,27.54,25.66,26.50,26.63,0.98,4.92%,29.39,2.81
600642,申能股份,5.22,1.16%,0.06,8.73万,4540.57万,1.74%,5.23,5.14,5.17,5.16,0.78,0.19%,9.86,0.84
002019,亿帆医药,18.40,1.15%,0.21,14.34万,2.64亿,3.79%,18.72,18.03,18.05,18.19,1.12,1.70%,18.70,2.71
002221,东华能源,10.54,1.15%,0.12,21.18万,2.25亿,4.41%,10.91,10.45,10.50,10.42,1.20,1.38%,12.66,1.74
600857,宁波中百,8.79,1.15%,0.10,4059,357.07万,3.22%,8.90,8.62,8.79,8.69,0.83,0.18%,85.14,3.92
300485,赛升药业,14.08,1.15%,0.16,7.04万,9888.64万,8.33%,14.52,13.36,13.95,13.92,1.00,2.78%,39.38,2.44
600033,福建高速,2.65,1.15%,0.03,5.56万,1463.06万,1.53%,2.65,2.61,2.62,2.62,0.94,0.20%,21.97,0.75
300237,美晨生态,2.65,1.15%,0.03,37.97万,9942.52万,10.31%,2.73,2.46,2.60,2.62,0.87,2.64%,665.98,1.09
000592,平潭发展,2.65,1.15%,0.03,28.36万,7355.72万,5.73%,2.66,2.51,2.61,2.62,0.82,1.48%,123.79,1.58
002793,罗欣药业,10.62,1.14%,0.12,2.11万,2233.20万,3.43%,10.74,10.38,10.58,10.50,0.52,0.72%,34.01,3.80
300647,超频三,11.51,1.14%,0.13,12.90万,1.51亿,7.82%,12.00,11.11,11.46,11.38,0.65,6.23%,491.89,6.58
002512,达华智能,3.55,1.14%,0.04,19.52万,6935.01万,7.69%,3.64,3.37,3.50,3.51,0.90,2.28%,535.08,2.69
000058,深 赛 格,6.22,1.14%,0.07,4.40万,2711.71万,4.07%,6.26,6.01,6.15,6.15,0.52,0.82%,61.77,3.94
600155,华创阳安,12.45,1.14%,0.14,30.76万,3.81亿,4.71%,12.68,12.10,12.27,12.31,0.64,1.77%,35.63,1.45
600243,*ST海华,2.67,1.14%,0.03,7400,194.76万,3.03%,2.68,2.60,2.61,2.64,0.70,0.17%,262.06,1.04
300115,长盈精密,32.05,1.14%,0.36,48.16万,15.50亿,7.98%,33.68,31.15,32.09,31.69,0.97,5.32%,58.30,4.86
001914,招商积余,24.07,1.13%,0.27,16.94万,4.04亿,7.73%,24.77,22.93,23.39,23.80,1.29,2.54%,58.48,3.11
300602,飞荣达,20.51,1.13%,0.23,3.94万,8163.83万,5.13%,21.15,20.11,20.17,20.28,0.93,1.27%,34.88,4.27
600808,马钢股份,2.69,1.13%,0.03,49.14万,1.31亿,2.63%,2.69,2.62,2.66,2.66,1.35,0.82%,9.98,0.74
000952,广济药业,7.18,1.13%,0.08,1.85万,1319.73万,3.24%,7.24,7.01,7.11,7.10,0.75,0.61%,39.08,1.85
600293,三峡新材,2.70,1.12%,0.03,27.57万,7326.66万,8.61%,2.76,2.53,2.65,2.67,0.66,2.38%,-3.98,0.94
002350,北京科锐,6.30,1.12%,0.07,14.21万,8730.01万,6.90%,6.37,5.94,6.07,6.23,0.79,2.65%,99.01,1.86
002099,海翔药业,8.10,1.12%,0.09,10.13万,8172.59万,2.87%,8.18,7.95,7.98,8.01,0.88,0.63%,27.17,2.33
300063,天龙集团,4.51,1.12%,0.05,24.68万,1.12亿,7.85%,4.67,4.32,4.48,4.46,1.24,4.08%,25.33,2.82
600869,远东股份,3.62,1.12%,0.04,20.64万,7414.57万,6.15%,3.68,3.46,3.58,3.58,0.63,0.93%,34.57,1.59
002952,亚世光电,14.50,1.12%,0.16,1.07万,1537.91万,4.46%,14.65,14.01,14.43,14.34,0.78,1.53%,24.04,2.89
600345,长江通信,17.27,1.11%,0.19,1.57万,2693.96万,4.51%,17.50,16.73,17.17,17.08,1.07,0.79%,39.49,1.72
688277,天智航-U,45.50,1.11%,0.50,3.43万,1.59亿,7.53%,48.50,45.11,46.31,45.00,0.96,9.30%,-278.78,19.02
002076,*ST雪莱,1.82,1.11%,0.02,7.03万,1275.21万,6.11%,1.86,1.75,1.78,1.80,1.19,1.39%,-41.37,-8.72
601116,三江购物,10.02,1.11%,0.11,2.38万,2353.84万,7.06%,10.22,9.52,9.89,9.91,1.26,0.58%,38.51,1.73
605369,拱东医疗,56.52,1.11%,0.62,7677,4260.98万,5.04%,56.95,54.13,55.81,55.90,0.86,3.84%,21.33,3.96
300517,海波重科,14.61,1.11%,0.16,1.34万,1954.47万,6.09%,14.98,14.10,14.80,14.45,0.84,2.15%,34.19,2.04
688012,中微公司,150.85,1.11%,1.65,3.56万,5.32亿,4.34%,152.17,145.70,150.20,149.20,0.59,1.45%,218.51,19.68
603118,共进股份,10.06,1.11%,0.11,5.99万,6048.56万,5.53%,10.35,9.80,9.93,9.95,0.92,0.77%,19.62,1.68
600064,南京高科,10.06,1.11%,0.11,6.52万,6521.79万,2.31%,10.09,9.86,9.91,9.95,0.76,0.53%,5.15,0.96
000882,华联股份,1.83,1.10%,0.02,15.33万,2788.51万,3.87%,1.85,1.78,1.81,1.81,1.09,0.56%,72.55,0.62
002172,澳洋健康,2.75,1.10%,0.03,12.93万,3540.13万,4.41%,2.79,2.67,2.68,2.72,0.55,1.67%,-7.83,1.77
300263,隆华科技,6.43,1.10%,0.07,17.97万,1.15亿,5.35%,6.53,6.19,6.34,6.36,0.87,2.46%,25.47,2.01
600818,中路股份,7.35,1.10%,0.08,3.02万,2218.93万,6.88%,7.52,7.02,7.26,7.27,1.08,1.27%,80.21,4.06
688366,昊海生科,88.22,1.10%,0.96,6633,5716.98万,6.80%,89.93,84.00,86.82,87.26,1.11,1.75%,104.09,2.92
300302,同有科技,11.03,1.10%,0.12,5.19万,5712.27万,6.69%,11.28,10.55,10.79,10.91,0.86,1.51%,327.38,3.80
002402,和而泰,17.47,1.10%,0.19,24.40万,4.22亿,2.37%,17.48,17.07,17.20,17.28,0.60,3.08%,43.30,5.90
002594,比亚迪,227.51,1.10%,2.47,42.68万,97.06亿,6.05%,234.32,220.70,233.00,225.04,0.85,3.72%,136.37,10.89
300193,佳士科技,7.37,1.10%,0.08,4.32万,3143.26万,5.21%,7.43,7.05,7.20,7.29,1.35,0.95%,20.06,1.68
601166,兴业银行,20.32,1.09%,0.22,123.40万,24.99亿,2.54%,20.49,19.98,20.28,20.10,0.68,0.63%,6.10,0.82
600162,香江控股,1.85,1.09%,0.02,8.95万,1632.33万,3.83%,1.86,1.79,1.82,1.83,1.11,0.26%,-531.39,1.23
002334,英威腾,5.55,1.09%,0.06,29.97万,1.70亿,8.93%,5.94,5.45,5.79,5.49,1.38,4.73%,33.29,2.51
603313,梦百合,35.34,1.09%,0.38,7.16万,2.49亿,4.12%,35.50,34.06,35.30,34.96,0.77,2.06%,28.77,3.82
002427,ST尤夫,3.73,1.08%,0.04,2.14万,794.51万,6.50%,3.80,3.56,3.56,3.69,0.76,0.49%,-9.33,2.42
300519,新光药业,15.00,1.08%,0.16,3.01万,4452.25万,6.20%,15.20,14.28,14.84,14.84,1.00,2.64%,23.93,2.99
002424,贵州百灵,7.52,1.08%,0.08,8.01万,5927.12万,3.76%,7.56,7.28,7.43,7.44,1.00,1.03%,49.43,2.71
002308,威创股份,4.70,1.08%,0.05,12.02万,5542.67万,7.53%,4.75,4.40,4.62,4.65,1.32,1.33%,11.98,1.66
000959,首钢股份,3.76,1.08%,0.04,19.06万,7100.48万,3.76%,3.78,3.64,3.75,3.72,1.31,0.38%,12.70,0.70
300668,杰恩设计,13.17,1.07%,0.14,1.55万,2016.60万,5.91%,13.40,12.63,13.03,13.03,1.07,2.72%,63.36,3.02
300295,三六五网,11.30,1.07%,0.12,2.63万,2955.34万,5.81%,11.45,10.80,11.17,11.18,0.95,1.61%,44.81,1.70
002545,东方铁塔,8.49,1.07%,0.09,19.52万,1.63亿,5.48%,8.59,8.13,8.36,8.40,0.81,1.89%,34.06,1.37
002095,生 意 宝,13.23,1.07%,0.14,3.69万,4769.10万,8.94%,13.45,12.28,12.98,13.09,1.46,1.46%,129.50,3.74
000517,荣安地产,2.84,1.07%,0.03,15.12万,4244.38万,4.98%,2.86,2.72,2.76,2.81,0.66,0.61%,9.31,1.26
002445,*ST中南,1.90,1.06%,0.02,6.14万,1160.72万,3.72%,1.93,1.86,1.89,1.88,0.64,0.26%,-6.69,-13.84
600029,南方航空,5.71,1.06%,0.06,38.10万,2.17亿,1.95%,5.73,5.62,5.64,5.65,0.70,0.47%,-8.80,1.21
603009,北特科技,5.73,1.06%,0.06,2.77万,1580.55万,4.06%,5.81,5.58,5.67,5.67,0.32,0.84%,147.98,1.29
600156,华升股份,3.82,1.06%,0.04,2.76万,1047.32万,4.50%,3.86,3.69,3.79,3.78,0.58,0.69%,36.28,2.13
603128,华贸物流,9.56,1.06%,0.10,39.39万,3.69亿,6.13%,9.67,9.09,9.42,9.46,1.10,3.01%,23.26,2.82
600606,绿地控股,5.75,1.05%,0.06,34.95万,2.00亿,2.81%,5.78,5.62,5.67,5.69,0.88,0.29%,4.36,0.87
600228,ST昌九,10.57,1.05%,0.11,2.23万,2362.09万,3.63%,10.78,10.40,10.40,10.46,1.08,0.92%,-500.72,49.83
300374,中铁装配,10.59,1.05%,0.11,2.33万,2447.74万,3.91%,10.74,10.33,10.50,10.48,0.78,1.37%,48.12,1.67
000829,天音控股,6.75,1.05%,0.07,9.09万,6114.58万,4.04%,6.82,6.55,6.68,6.68,0.64,0.99%,60.30,2.80
688369,致远互联,71.40,1.05%,0.74,4991,3566.97万,5.32%,73.00,69.24,70.17,70.66,0.59,0.86%,72.06,4.40
601929,吉视传媒,1.93,1.05%,0.02,20.26万,3872.23万,4.19%,1.94,1.86,1.90,1.91,1.21,0.65%,111.91,0.91
600803,新奥股份,14.48,1.05%,0.15,13.34万,1.92亿,3.77%,14.64,14.10,14.30,14.33,1.10,1.09%,22.55,5.30
002463,沪电股份,19.31,1.05%,0.20,23.56万,4.55亿,2.77%,19.55,19.02,19.03,19.11,0.82,1.38%,26.16,5.71
002861,瀛通通讯,18.39,1.04%,0.19,8184,1496.03万,5.71%,18.72,17.68,18.20,18.20,1.24,1.20%,49.85,2.11
600030,中信证券,30.06,1.04%,0.31,220.74万,66.44亿,3.09%,30.53,29.61,29.80,29.75,1.16,2.25%,23.02,2.16
600660,福耀玻璃,51.48,1.04%,0.53,21.89万,11.32亿,4.47%,53.00,50.72,51.31,50.95,0.84,1.09%,56.22,6.15
600663,陆家嘴,10.69,1.04%,0.11,2.44万,2608.92万,2.08%,10.75,10.53,10.59,10.58,0.68,0.08%,14.11,2.32
300826,测绘股份,28.21,1.04%,0.29,5067,1423.51万,4.76%,28.64,27.31,27.92,27.92,0.88,2.53%,49.24,2.30
300538,同益股份,22.40,1.04%,0.23,4.21万,9359.34万,6.50%,22.84,21.40,21.80,22.17,0.57,5.43%,122.86,7.36
000544,中原环保,6.83,1.04%,0.07,4.20万,2849.37万,3.99%,6.87,6.60,6.73,6.76,0.84,0.43%,11.19,1.08
300597,吉大通信,9.80,1.03%,0.10,5.24万,5157.11万,7.01%,10.13,9.45,9.71,9.70,1.07,2.37%,109.51,2.89
300223,北京君正,81.42,1.03%,0.83,4.46万,3.61亿,2.99%,81.81,79.40,80.59,80.59,0.57,3.52%,1277.29,4.68
600141,兴发集团,11.80,1.03%,0.12,19.84万,2.33亿,3.34%,11.94,11.55,11.60,11.68,1.20,2.36%,27.34,1.44
600209,ST罗顿,3.94,1.03%,0.04,2.41万,928.56万,4.87%,3.95,3.76,3.89,3.90,0.74,0.55%,-75.16,3.51
002420,ST毅昌,3.94,1.03%,0.04,2.35万,910.16万,2.56%,3.94,3.84,3.89,3.90,1.20,0.60%,26.55,2.89
603155,新亚强,33.52,1.02%,0.34,1.00万,3315.88万,5.91%,33.99,32.03,33.05,33.18,0.71,2.57%,32.00,2.70
000429,粤高速Ａ,5.92,1.02%,0.06,3.00万,1761.57万,2.22%,5.93,5.80,5.86,5.86,0.87,0.23%,26.89,1.35
300260,新莱应材,15.79,1.02%,0.16,4.46万,7148.30万,4.48%,16.33,15.63,15.63,15.63,1.10,2.94%,42.82,3.25
002255,*ST海陆,3.95,1.02%,0.04,4.70万,1836.48万,3.84%,3.98,3.83,3.91,3.91,0.75,0.73%,3.74,1.21
603950,长源东谷,20.75,1.02%,0.21,1.43万,2904.43万,4.82%,20.79,19.80,20.42,20.54,0.97,2.46%,16.58,2.51
600573,惠泉啤酒,10.87,1.02%,0.11,12.30万,1.34亿,4.18%,11.07,10.62,10.71,10.76,0.49,4.92%,53.78,2.33
300732,设研院,12.85,1.02%,0.13,1.91万,2420.98万,4.95%,12.95,12.32,12.63,12.72,0.91,0.87%,14.11,1.31
300556,丝路视觉,17.80,1.02%,0.18,3.68万,6543.02万,6.53%,18.26,17.11,17.65,17.62,0.88,4.27%,32.44,3.58
300412,迦南科技,8.90,1.02%,0.09,8.20万,7319.95万,8.74%,9.25,8.48,8.78,8.81,1.47,3.69%,32.93,2.78
600716,凤凰股份,3.96,1.02%,0.04,2.37万,926.29万,3.32%,3.97,3.84,3.92,3.92,0.76,0.25%,45.33,0.62
600266,城建发展,4.95,1.02%,0.05,7.75万,3821.00万,3.06%,4.98,4.83,4.89,4.90,0.71,0.34%,9.91,0.52
300349,金卡智能,11.90,1.02%,0.12,4.90万,5856.77万,4.75%,12.19,11.63,11.73,11.78,1.29,1.29%,16.80,1.39
002320,海峡股份,8.94,1.02%,0.09,6.85万,6032.13万,3.84%,9.00,8.66,8.81,8.85,0.78,0.46%,45.38,3.33
300039,上海凯宝,4.97,1.02%,0.05,6.90万,3392.08万,3.05%,4.98,4.83,4.93,4.92,0.71,0.75%,36.87,2.02
600596,新安股份,10.95,1.01%,0.11,44.67万,4.75亿,7.29%,11.00,10.21,10.70,10.84,1.10,6.38%,43.94,1.34
605266,健之佳,101.92,1.01%,1.02,1.20万,1.19亿,8.61%,104.83,96.14,100.00,100.90,0.99,9.02%,23.68,3.30
603266,天龙股份,11.00,1.01%,0.11,1.89万,2063.25万,3.76%,11.06,10.65,10.89,10.89,0.42,0.96%,24.23,2.25
600325,华发股份,6.00,1.01%,0.06,14.37万,8579.42万,2.36%,6.02,5.88,5.91,5.94,0.83,0.68%,5.43,0.92
300284,苏交科,6.01,1.01%,0.06,7.09万,4246.81万,4.71%,6.10,5.82,5.94,5.95,0.61,1.02%,20.99,1.19
300210,森远股份,4.01,1.01%,0.04,11.32万,4522.60万,7.81%,4.12,3.81,3.95,3.97,1.12,2.90%,35.43,2.13
300482,万孚生物,94.50,1.00%,0.94,5.21万,4.93亿,4.93%,96.91,92.30,93.10,93.56,1.09,2.15%,42.91,11.96
300565,科信技术,13.08,1.00%,0.13,3.43万,4530.68万,5.10%,13.50,12.84,13.06,12.95,0.81,2.24%,642.42,4.06
002184,海得控制,13.10,1.00%,0.13,2.46万,3213.45万,4.63%,13.30,12.70,12.97,12.97,0.71,1.57%,28.83,2.99
603986,兆易创新,202.56,1.00%,2.01,9.41万,18.90亿,3.72%,204.18,196.72,200.80,200.55,0.82,2.14%,106.47,9.11
600592,龙溪股份,10.08,1.00%,0.10,2.25万,2244.33万,4.41%,10.17,9.73,9.85,9.98,0.63,0.56%,27.77,2.00
600970,中材国际,7.06,1.00%,0.07,18.84万,1.33亿,2.86%,7.10,6.90,6.99,6.99,0.72,1.08%,8.96,1.15
300559,佳发教育,14.15,1.00%,0.14,5.84万,8360.75万,5.21%,14.65,13.92,14.01,14.01,0.75,1.97%,24.56,5.28
002596,海南瑞泽,5.07,1.00%,0.05,8.44万,4258.98万,2.99%,5.10,4.95,5.01,5.02,0.64,0.83%,141.36,1.86
002817,黄山胶囊,12.17,1.00%,0.12,1.64万,1980.85万,6.22%,12.40,11.65,12.02,12.05,0.86,1.70%,40.00,2.39
002561,徐家汇,7.11,0.99%,0.07,1.45万,1023.76万,3.27%,7.16,6.93,7.02,7.04,0.61,0.37%,33.34,1.34
300866,安克创新,166.81,0.99%,1.64,1.60万,2.63亿,5.25%,168.68,160.01,164.00,165.17,0.69,4.48%,95.44,13.37
000900,现代投资,4.07,0.99%,0.04,8.54万,3458.67万,2.48%,4.09,3.99,4.03,4.03,0.63,0.56%,10.46,0.60
603990,麦迪科技,33.62,0.99%,0.33,2.46万,8173.28万,6.22%,33.87,31.80,33.52,33.29,0.82,1.69%,2360.27,4.66
603933,睿能科技,10.19,0.99%,0.10,1.08万,1097.68万,4.56%,10.35,9.89,10.11,10.09,0.93,0.54%,92.40,1.99
000587,*ST金洲,1.02,0.99%,0.01,2.95万,298.13万,1.98%,1.02,1.00,1.00,1.01,0.42,0.24%,-0.63,-0.92
300781,因赛集团,26.56,0.99%,0.26,3.38万,8981.87万,6.24%,27.18,25.54,26.60,26.30,1.24,12.28%,94.26,3.60
601368,绿城水务,5.11,0.99%,0.05,3.82万,1924.50万,3.75%,5.14,4.95,5.05,5.06,1.57,0.44%,15.12,1.04
002442,龙星化工,4.09,0.99%,0.04,10.95万,4470.08万,3.95%,4.14,3.98,4.05,4.05,0.67,2.28%,69.85,1.56
600533,栖霞建设,3.07,0.99%,0.03,6.76万,2064.68万,2.96%,3.10,3.01,3.04,3.04,0.68,0.64%,8.54,0.79
003010,若羽臣,28.68,0.99%,0.28,1.80万,5156.41万,8.52%,29.47,27.05,28.26,28.40,1.19,5.93%,40.47,3.40
600180,瑞茂通,5.13,0.98%,0.05,3.70万,1860.70万,5.12%,5.15,4.89,5.00,5.08,1.01,0.36%,25.84,0.86
603893,瑞芯微,69.81,0.98%,0.68,1.38万,9528.83万,2.37%,69.83,68.19,69.37,69.13,0.66,3.29%,115.45,13.13
002900,哈三联,9.24,0.98%,0.09,1.76万,1612.32万,2.62%,9.24,9.00,9.16,9.15,1.39,0.56%,99.01,1.65
000401,冀东水泥,14.39,0.98%,0.14,15.97万,2.30亿,1.61%,14.50,14.27,14.31,14.25,0.81,1.19%,6.94,1.43
601098,中南传媒,9.27,0.98%,0.09,9.39万,8690.66万,2.29%,9.32,9.11,9.18,9.18,1.13,0.52%,12.36,1.23
600582,天地科技,3.09,0.98%,0.03,23.82万,7347.10万,3.27%,3.13,3.03,3.07,3.06,0.71,0.58%,11.09,0.73
600690,海尔智家,33.00,0.98%,0.32,59.31万,19.40亿,5.14%,33.59,31.91,32.45,32.68,0.74,0.94%,35.46,5.96
603558,健盛集团,8.26,0.98%,0.08,7.99万,6704.68万,9.66%,8.75,7.96,8.24,8.18,1.81,1.92%,44.24,1.15
600714,金瑞矿业,5.17,0.98%,0.05,1.38万,710.48万,3.13%,5.20,5.04,5.12,5.12,0.71,0.48%,3017.33,2.42
600805,悦达投资,4.14,0.98%,0.04,16.55万,6969.62万,5.61%,4.35,4.12,4.20,4.10,0.75,1.95%,-6.88,0.61
688069,德林海,59.31,0.97%,0.57,4252,2526.94万,5.62%,60.83,57.53,58.88,58.74,0.84,3.12%,35.12,2.72
