代码,名称,最新价,涨跌幅,涨跌额,成交量(手),成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率(动态),市净率
603790,雅运股份,10.72,-1.92%,-0.21,1.25万,1336.77万,5.49%,11.01,10.41,10.92,10.93,1.29,2.02%,29.94,1.81
300641,正丹股份,4.59,-1.92%,-0.09,7.07万,3267.16万,7.26%,4.77,4.43,4.64,4.68,1.21,1.44%,66.57,1.68
300566,激智科技,31.62,-1.92%,-0.62,1.89万,5937.85万,3.07%,32.01,31.02,32.01,32.24,0.81,1.63%,40.51,6.39
003012,东鹏控股,13.21,-1.93%,-0.26,8.10万,1.07亿,3.56%,13.56,13.08,13.50,13.47,0.92,5.66%,22.24,2.16
600569,安阳钢铁,2.54,-1.93%,-0.05,64.85万,1.66亿,7.72%,2.67,2.47,2.58,2.59,0.64,2.71%,300.27,0.75
000008,神州高铁,2.54,-1.93%,-0.05,19.79万,5026.24万,3.09%,2.58,2.50,2.57,2.59,0.67,0.74%,-21.91,0.98
002155,湖南黄金,8.63,-1.93%,-0.17,21.60万,1.86亿,2.50%,8.74,8.52,8.73,8.80,0.99,1.80%,38.12,2.03
002102,ST冠福,1.52,-1.94%,-0.03,22.94万,3437.34万,3.87%,1.53,1.47,1.51,1.55,1.36,1.17%,10.47,1.15
603755,日辰股份,72.37,-1.94%,-1.43,4837,3536.90万,6.71%,75.95,71.00,74.02,73.80,0.66,1.41%,89.96,12.15
300884,狄耐克,38.44,-1.94%,-0.76,2.63万,1.03亿,4.85%,39.98,38.08,39.56,39.20,0.82,9.25%,31.15,3.93
600346,恒力石化,32.37,-1.94%,-0.64,37.60万,12.14亿,6.06%,33.70,31.70,33.02,33.01,0.86,0.81%,17.27,5.23
002726,龙大肉食,13.15,-1.94%,-0.26,20.16万,2.64亿,4.55%,13.43,12.82,13.42,13.41,0.81,2.06%,16.00,4.24
300832,新产业,135.03,-1.94%,-2.67,2.61万,3.49亿,6.06%,138.50,130.15,138.50,137.70,1.55,6.35%,59.80,12.39
300813,泰林生物,45.45,-1.94%,-0.90,4466,2044.58万,5.03%,46.89,44.56,46.35,46.35,1.14,3.44%,54.18,5.51
601127,小康股份,15.64,-1.94%,-0.31,33.19万,5.29亿,6.83%,16.59,15.50,16.51,15.95,0.49,3.49%,-20.67,3.45
002520,日发精机,5.54,-1.95%,-0.11,4.60万,2531.03万,6.02%,5.67,5.33,5.58,5.65,1.29,0.83%,35.14,1.48
002637,赞宇科技,12.08,-1.95%,-0.24,3.24万,3925.37万,2.60%,12.28,11.96,12.21,12.32,0.72,0.83%,10.46,1.75
002259,*ST升达,3.02,-1.95%,-0.06,4.64万,1399.30万,5.84%,3.13,2.95,2.95,3.08,1.42,0.62%,246.98,-34.09
600459,贵研铂业,25.10,-1.95%,-0.50,11.99万,2.98亿,5.47%,25.80,24.40,25.78,25.60,0.78,2.74%,28.43,3.24
688336,三生国健,22.58,-1.95%,-0.45,8720,1974.19万,2.78%,23.08,22.44,23.02,23.03,1.05,1.55%,-183.41,2.98
002518,科士达,14.03,-1.96%,-0.28,18.47万,2.58亿,6.01%,14.57,13.71,14.12,14.31,0.90,3.27%,26.21,2.98
688081,兴图新科,28.55,-1.96%,-0.57,4418,1279.39万,3.19%,29.46,28.53,29.15,29.12,0.80,1.43%,924.91,3.01
603685,晨丰科技,10.47,-1.97%,-0.21,6674,701.02万,3.75%,10.72,10.32,10.66,10.68,1.19,0.39%,26.18,1.69
300797,钢研纳克,15.45,-1.97%,-0.31,3.82万,5910.13万,6.28%,15.97,14.98,15.56,15.76,0.99,5.01%,68.59,5.10
603619,中曼石油,9.46,-1.97%,-0.19,7.06万,6632.84万,3.63%,9.59,9.24,9.42,9.65,0.99,1.77%,-10.18,1.81
000981,*ST银亿,1.99,-1.97%,-0.04,11.87万,2380.05万,5.91%,2.06,1.94,2.01,2.03,0.47,0.46%,170.01,1.20
600686,金龙汽车,7.46,-1.97%,-0.15,21.05万,1.59亿,5.26%,7.73,7.33,7.65,7.61,0.62,3.47%,-19.63,1.34
300615,欣天科技,11.93,-1.97%,-0.24,3.30万,4019.51万,4.27%,12.42,11.90,12.14,12.17,0.98,3.79%,205.73,4.64
688159,有方科技,25.30,-1.98%,-0.51,5536,1414.92万,5.58%,26.39,24.95,26.20,25.81,0.95,2.84%,-42.06,2.65
600647,同达创业,10.40,-1.98%,-0.21,9235,963.96万,5.00%,10.70,10.17,10.50,10.61,0.48,0.66%,304.78,4.97
600737,中粮糖业,10.39,-1.98%,-0.21,63.84万,6.70亿,3.96%,10.75,10.33,10.55,10.60,0.94,3.02%,22.00,2.57
000404,长虹华意,4.45,-1.98%,-0.09,15.90万,7078.63万,3.96%,4.55,4.37,4.48,4.54,0.54,2.29%,30.47,0.95
300194,福安药业,4.94,-1.98%,-0.10,24.74万,1.21亿,3.57%,4.99,4.81,4.90,5.04,0.87,2.65%,22.55,1.43
600561,江西长运,3.95,-1.99%,-0.08,3.39万,1343.31万,3.72%,4.05,3.90,4.04,4.03,1.67,1.43%,-4.16,0.93
300859,西域旅游,16.77,-1.99%,-0.34,3.60万,6124.75万,5.84%,17.48,16.48,16.90,17.11,1.01,9.29%,-56.35,4.21
000613,大东海A,3.94,-1.99%,-0.08,7.07万,2817.04万,5.47%,4.09,3.87,4.02,4.02,0.86,2.65%,-123.37,20.56
600676,交运股份,4.43,-1.99%,-0.09,3.43万,1529.22万,2.88%,4.53,4.40,4.51,4.52,0.77,0.33%,-21.25,0.81
601686,友发集团,12.30,-1.99%,-0.25,6.15万,7556.97万,3.43%,12.56,12.13,12.55,12.55,0.70,4.33%,11.81,2.79
002831,裕同科技,29.01,-1.99%,-0.59,5.46万,1.60亿,3.61%,29.86,28.79,29.58,29.60,0.69,1.15%,31.07,4.05
601619,嘉泽新能,3.44,-1.99%,-0.07,32.72万,1.12亿,5.13%,3.53,3.35,3.47,3.51,0.53,1.58%,27.73,2.08
300160,秀强股份,7.36,-2.00%,-0.15,14.76万,1.09亿,5.19%,7.66,7.27,7.51,7.51,0.63,2.53%,37.16,4.60
002876,三利谱,45.07,-2.00%,-0.92,2.40万,1.09亿,3.24%,46.35,44.86,45.70,45.99,0.77,2.50%,80.68,3.07
603838,四通股份,6.35,-2.01%,-0.13,2.26万,1431.44万,4.32%,6.49,6.21,6.48,6.48,0.74,0.79%,-345.58,1.92
002407,多氟多,19.49,-2.01%,-0.40,55.29万,10.63亿,7.69%,20.13,18.60,19.89,19.89,0.86,9.55%,746.19,4.70
002318,久立特材,12.18,-2.01%,-0.25,40.96万,4.93亿,4.10%,12.37,11.86,12.37,12.43,1.00,4.35%,16.04,3.34
600683,京投发展,3.89,-2.02%,-0.08,2.48万,970.58万,2.27%,3.97,3.88,3.97,3.97,0.92,0.34%,22.40,0.93
300414,中光防雷,11.15,-2.02%,-0.23,6.60万,7414.90万,5.18%,11.54,10.95,11.37,11.38,1.02,2.16%,80.31,4.02
603996,*ST中新,1.45,-2.03%,-0.03,4.22万,599.99万,4.05%,1.47,1.41,1.41,1.48,1.16,1.41%,-0.84,-0.46
600510,黑牡丹,6.28,-2.03%,-0.13,4.76万,3016.98万,3.74%,6.47,6.23,6.42,6.41,1.21,0.45%,6.93,0.74
300747,锐科激光,88.88,-2.03%,-1.84,5.05万,4.56亿,6.42%,93.72,87.90,90.82,90.72,0.98,3.30%,106.76,10.45
603995,甬金股份,31.87,-2.03%,-0.66,3.03万,9653.93万,6.09%,32.71,30.73,32.00,32.53,0.64,2.94%,21.26,2.46
600108,亚盛集团,3.38,-2.03%,-0.07,43.40万,1.47亿,3.77%,3.44,3.31,3.40,3.45,0.64,2.23%,310.37,1.35
002031,巨轮智能,1.93,-2.03%,-0.04,28.29万,5447.82万,3.55%,1.97,1.90,1.97,1.97,1.43,1.49%,336.47,1.38
601618,中国中冶,2.89,-2.03%,-0.06,213.53万,6.18亿,3.73%,2.96,2.85,2.93,2.95,1.11,1.20%,9.75,0.81
603699,纽威股份,12.52,-2.03%,-0.26,2.07万,2585.84万,3.76%,12.78,12.30,12.69,12.78,0.48,0.28%,17.58,3.41
600601,方正科技,3.85,-2.04%,-0.08,11.44万,4423.48万,2.54%,3.93,3.83,3.93,3.93,0.68,0.52%,-37.91,4.92
002718,友邦吊顶,15.39,-2.04%,-0.32,1.55万,2379.80万,4.77%,15.87,15.12,15.73,15.71,0.97,2.33%,24.98,1.56
000750,国海证券,5.77,-2.04%,-0.12,167.43万,9.66亿,2.55%,5.86,5.71,5.85,5.89,0.66,3.08%,25.65,1.68
002859,洁美科技,25.47,-2.04%,-0.53,9.61万,2.48亿,5.73%,26.45,24.96,25.90,26.00,1.54,2.39%,37.14,5.99
300535,达威股份,12.49,-2.04%,-0.26,2.95万,3741.36万,6.98%,13.15,12.26,12.79,12.75,1.59,3.52%,27.82,1.63
603416,信捷电气,82.51,-2.04%,-1.72,1.69万,1.40亿,5.72%,85.98,81.16,83.27,84.23,1.37,1.86%,35.30,8.13
600216,浙江医药,13.86,-2.05%,-0.29,16.75万,2.34亿,2.90%,14.23,13.82,14.18,14.15,0.69,1.74%,16.17,1.78
600478,科力远,4.29,-2.05%,-0.09,54.90万,2.33亿,5.48%,4.35,4.11,4.30,4.38,0.66,3.42%,-78.40,2.91
300717,华信新材,16.18,-2.06%,-0.34,3.60万,5877.59万,5.63%,16.81,15.88,16.55,16.52,0.92,3.55%,48.08,2.81
002777,久远银海,19.39,-2.07%,-0.41,6.36万,1.24亿,3.84%,19.98,19.22,19.80,19.80,1.45,2.34%,51.55,5.26
002109,兴化股份,3.30,-2.08%,-0.07,4.97万,1648.64万,3.86%,3.37,3.24,3.34,3.37,0.58,0.47%,29.64,0.92
601069,西部黄金,13.19,-2.08%,-0.28,6.15万,8099.43万,2.82%,13.46,13.08,13.46,13.47,1.20,0.97%,195.02,4.85
605001,威奥股份,15.06,-2.08%,-0.32,1.74万,2607.24万,6.05%,15.48,14.55,15.42,15.38,0.46,2.31%,124.06,1.67
000039,中集集团,16.44,-2.08%,-0.35,44.88万,7.33亿,6.08%,17.00,15.98,16.89,16.79,0.88,2.93%,63.55,1.68
600722,金牛化工,4.22,-2.09%,-0.09,11.03万,4634.67万,4.41%,4.29,4.10,4.24,4.31,0.49,1.62%,220.03,2.83
601677,明泰铝业,15.00,-2.09%,-0.32,22.50万,3.36亿,6.40%,15.50,14.52,15.26,15.32,1.19,3.51%,10.36,1.31
300905,宝丽迪,51.52,-2.09%,-1.10,1.29万,6719.72万,3.61%,52.81,50.91,52.16,52.62,0.79,7.19%,35.70,3.02
603011,合锻智能,5.15,-2.09%,-0.11,7.68万,3949.95万,4.75%,5.26,5.01,5.26,5.26,0.61,1.71%,62.95,1.37
300716,国立科技,7.45,-2.10%,-0.16,3.16万,2385.87万,6.70%,7.89,7.38,7.61,7.61,0.94,1.97%,-4.82,1.83
600366,宁波韵升,6.05,-2.10%,-0.13,25.06万,1.52亿,2.75%,6.19,6.02,6.16,6.18,0.97,2.53%,31.76,1.38
600489,中金黄金,8.83,-2.11%,-0.19,40.37万,3.57亿,2.44%,9.00,8.78,8.99,9.02,0.94,1.17%,30.96,1.85
688278,特宝生物,33.40,-2.11%,-0.72,1.04万,3520.89万,3.52%,34.33,33.13,34.00,34.12,0.87,2.59%,133.62,14.15
300569,天能重工,14.83,-2.11%,-0.32,11.77万,1.74亿,4.88%,15.25,14.51,15.15,15.15,0.69,4.68%,17.33,2.63
300750,宁德时代,404.50,-2.11%,-8.73,21.01万,85.35亿,6.68%,424.99,397.40,419.00,413.23,1.09,1.70%,210.52,15.36
300812,易天股份,37.45,-2.12%,-0.81,6738,2536.94万,4.10%,38.42,36.85,37.70,38.26,0.77,3.48%,40.67,3.83
600753,东方银星,17.08,-2.12%,-0.37,3.06万,5261.39万,3.95%,17.65,16.96,17.33,17.45,0.47,1.71%,243.38,14.49
002094,青岛金王,3.23,-2.12%,-0.07,9.74万,3117.92万,5.45%,3.29,3.11,3.28,3.30,1.18,1.41%,-34.37,0.79
000856,冀东装备,6.91,-2.12%,-0.15,2.96万,2041.93万,4.25%,7.05,6.75,7.03,7.06,0.91,1.30%,309.53,4.55
688399,硕世生物,186.80,-2.14%,-4.08,1.02万,1.93亿,3.47%,193.40,186.78,188.36,190.88,0.66,3.02%,14.12,7.68
603023,威帝股份,4.12,-2.14%,-0.09,2.49万,1018.93万,4.51%,4.20,4.01,4.16,4.21,0.87,0.44%,196.85,3.09
002461,珠江啤酒,10.05,-2.14%,-0.22,19.83万,2.01亿,3.89%,10.42,10.02,10.23,10.27,0.57,0.90%,33.02,2.51
002353,杰瑞股份,37.45,-2.14%,-0.82,14.80万,5.56亿,4.39%,38.56,36.88,38.55,38.27,0.77,2.45%,24.14,3.41
000606,顺利办,2.74,-2.14%,-0.06,39.88万,1.03亿,10.00%,2.80,2.52,2.52,2.80,1.60,5.64%,19.72,1.20
300541,先进数通,15.51,-2.15%,-0.34,11.00万,1.72亿,5.55%,16.16,15.28,15.83,15.85,2.05,5.91%,32.29,3.94
603290,斯达半导,263.20,-2.15%,-5.78,2.45万,6.41亿,4.81%,270.00,257.07,270.00,268.98,0.65,6.13%,235.48,37.86
603978,深圳新星,15.93,-2.15%,-0.35,1.51万,2410.68万,3.69%,16.34,15.74,16.29,16.28,1.20,0.94%,67.57,1.67
605199,葫芦娃,23.63,-2.15%,-0.52,1.79万,4252.96万,3.11%,24.16,23.41,24.16,24.15,0.71,4.47%,94.45,10.87
601598,中国外运,4.54,-2.16%,-0.10,51.61万,2.35亿,3.88%,4.66,4.48,4.60,4.64,0.68,3.82%,12.11,1.14
600123,兰花科创,5.43,-2.16%,-0.12,20.05万,1.10亿,3.24%,5.59,5.41,5.56,5.55,0.96,1.76%,19.00,0.58
603566,普莱柯,20.34,-2.16%,-0.45,3.70万,7494.17万,4.91%,20.80,19.78,20.62,20.79,0.97,1.15%,30.56,4.02
600508,上海能源,9.47,-2.17%,-0.21,12.95万,1.24亿,2.79%,9.74,9.47,9.74,9.68,0.87,1.79%,8.52,0.66
002945,华林证券,14.42,-2.17%,-0.32,13.00万,1.89亿,2.44%,14.76,14.40,14.58,14.74,0.64,1.72%,44.21,6.68
600711,盛屯矿业,9.46,-2.17%,-0.21,269.31万,24.77亿,8.69%,9.64,8.80,9.64,9.67,0.82,12.03%,69.40,2.70
600918,中泰证券,17.07,-2.18%,-0.38,39.67万,6.83亿,2.64%,17.50,17.04,17.26,17.45,0.42,5.69%,38.88,3.61
600884,杉杉股份,16.14,-2.18%,-0.36,56.96万,9.10亿,6.91%,16.69,15.55,16.69,16.50,0.75,3.50%,70.99,2.22
688300,联瑞新材,42.55,-2.18%,-0.95,4697,1998.70万,5.66%,43.88,41.42,43.25,43.50,0.63,0.90%,38.71,3.96
603377,东方时尚,19.23,-2.19%,-0.43,2.61万,5058.85万,3.00%,19.74,19.15,19.68,19.66,0.79,0.43%,105.65,6.25
002301,齐心集团,13.38,-2.19%,-0.30,6.99万,9285.44万,5.04%,13.75,13.06,13.64,13.68,0.98,0.95%,30.74,2.86
600858,银座股份,6.24,-2.19%,-0.14,2.84万,1776.61万,2.98%,6.35,6.16,6.30,6.38,0.66,0.55%,-12.22,1.14
688571,杭华股份,9.35,-2.20%,-0.21,6.00万,5688.53万,3.56%,9.65,9.31,9.65,9.56,0.86,8.25%,32.21,2.36
603330,上海天洋,27.55,-2.20%,-0.62,4.59万,1.23亿,7.31%,28.23,26.17,27.80,28.17,1.82,3.00%,102.25,6.75
601187,厦门银行,11.53,-2.21%,-0.26,30.97万,3.60亿,3.22%,11.86,11.48,11.58,11.79,0.44,11.73%,18.20,1.73
300527,中船应急,9.75,-2.21%,-0.22,21.55万,2.14亿,5.22%,10.26,9.74,10.10,9.97,0.80,2.24%,-1806.74,3.97
002883,中设股份,12.85,-2.21%,-0.29,1.42万,1846.44万,4.79%,13.43,12.80,13.13,13.14,1.30,1.59%,28.70,3.20
300410,正业科技,6.63,-2.21%,-0.15,10.06万,6745.45万,7.23%,6.92,6.43,6.78,6.78,1.13,2.76%,42.06,2.48
300861,美畅股份,51.68,-2.21%,-1.17,2.56万,1.34亿,5.60%,53.85,50.89,52.92,52.85,0.59,6.82%,47.74,6.18
000960,锡业股份,11.47,-2.22%,-0.26,42.35万,4.78亿,6.14%,11.77,11.05,11.72,11.73,0.92,2.54%,31.42,1.49
300776,帝尔激光,149.60,-2.22%,-3.40,1.39万,2.07亿,6.55%,154.00,143.98,153.13,153.00,0.82,3.06%,46.20,9.41
002471,中超控股,2.64,-2.22%,-0.06,27.63万,7325.20万,5.19%,2.73,2.59,2.67,2.70,0.67,2.18%,-84.53,2.40
002413,雷科防务,7.04,-2.22%,-0.16,27.12万,1.92亿,2.92%,7.21,7.00,7.20,7.20,0.74,2.60%,56.99,2.03
300035,中科电气,11.87,-2.22%,-0.27,24.89万,2.99亿,6.84%,12.47,11.64,12.30,12.14,0.84,4.89%,50.86,3.76
600148,长春一东,13.17,-2.23%,-0.30,1.78万,2345.93万,3.04%,13.47,13.06,13.40,13.47,0.64,1.26%,28.64,3.95
002675,东诚药业,18.87,-2.23%,-0.43,13.01万,2.47亿,4.77%,19.57,18.65,19.37,19.30,1.29,1.91%,33.57,3.43
000593,大通燃气,5.70,-2.23%,-0.13,15.92万,9074.41万,5.15%,5.89,5.59,5.84,5.83,0.51,4.44%,77.61,2.08
002786,银宝山新,6.57,-2.23%,-0.15,2.86万,1879.05万,4.76%,6.72,6.40,6.71,6.72,1.04,0.75%,-72.39,2.90
002893,华通热力,7.85,-2.24%,-0.18,1.73万,1352.49万,4.98%,8.07,7.67,8.00,8.03,0.82,1.38%,44.87,2.63
600558,大西洋,3.05,-2.24%,-0.07,12.91万,3950.83万,2.24%,3.10,3.03,3.10,3.12,0.84,1.44%,39.18,1.33
002126,银轮股份,13.03,-2.25%,-0.30,21.01万,2.75亿,5.03%,13.44,12.77,13.28,13.33,0.71,2.77%,27.75,2.62
603156,养元饮品,24.26,-2.26%,-0.56,7.33万,1.78亿,4.47%,24.93,23.82,24.83,24.82,0.98,0.96%,19.71,2.68
600073,上海梅林,10.75,-2.27%,-0.25,24.08万,2.57亿,4.27%,10.97,10.50,10.96,11.00,0.71,2.57%,19.61,2.35
000650,仁和药业,6.01,-2.28%,-0.14,14.42万,8674.87万,3.09%,6.11,5.92,6.07,6.15,1.06,1.22%,17.05,1.73
300227,光韵达,11.16,-2.28%,-0.26,27.78万,3.17亿,7.18%,11.93,11.11,11.72,11.42,0.92,7.60%,49.45,3.91
002500,山西证券,8.14,-2.28%,-0.19,52.27万,4.29亿,2.28%,8.31,8.12,8.22,8.33,0.33,1.46%,30.58,1.74
601003,柳钢股份,5.13,-2.29%,-0.12,12.13万,6187.35万,3.24%,5.18,5.01,5.13,5.25,1.27,0.47%,7.98,1.15
600211,西藏药业,65.80,-2.29%,-1.54,5.99万,3.95亿,3.36%,67.66,65.40,67.35,67.34,0.63,2.41%,37.71,6.43
600252,中恒集团,2.99,-2.29%,-0.07,18.22万,5465.89万,2.94%,3.06,2.97,3.06,3.06,1.09,0.52%,18.20,1.56
605338,巴比食品,36.21,-2.29%,-0.85,4.13万,1.48亿,3.75%,36.74,35.35,36.06,37.06,1.11,6.66%,65.39,5.75
600595,*ST中孚,2.13,-2.29%,-0.05,8.49万,1811.38万,4.59%,2.20,2.10,2.17,2.18,1.12,0.49%,-12.76,1.32
002840,华统股份,9.79,-2.30%,-0.23,4.82万,4749.93万,3.59%,10.11,9.75,10.02,10.02,0.90,1.11%,36.23,2.62
603915,国茂股份,28.87,-2.30%,-0.68,6.19万,1.76亿,6.19%,29.87,28.04,29.36,29.55,1.06,4.96%,43.22,5.68
002933,新兴装备,33.95,-2.30%,-0.80,1.52万,5205.98万,4.35%,35.31,33.80,35.22,34.75,0.65,2.85%,50.05,2.57
300059,东方财富,33.90,-2.31%,-0.80,357.45万,121.16亿,4.35%,34.96,33.45,34.75,34.70,0.83,5.01%,64.45,9.18
300880,迦南智能,33.03,-2.31%,-0.78,2.37万,7874.36万,6.45%,34.08,31.90,33.68,33.81,0.72,7.50%,54.77,7.05
600980,北矿科技,13.52,-2.31%,-0.32,2.75万,3752.04万,3.18%,13.86,13.42,13.79,13.84,1.15,1.81%,47.96,3.20
600929,雪天盐业,5.47,-2.32%,-0.13,5.15万,2801.59万,3.21%,5.52,5.34,5.51,5.60,0.92,1.53%,44.72,1.97
688016,心脉医疗,260.00,-2.32%,-6.18,8743,2.27亿,8.54%,271.87,249.15,266.80,266.18,0.92,2.37%,86.43,15.84
000848,承德露露,7.15,-2.32%,-0.17,21.75万,1.56亿,4.51%,7.41,7.08,7.36,7.32,0.78,2.02%,19.23,3.72
603698,航天工程,11.77,-2.32%,-0.28,2.88万,3383.72万,3.73%,12.05,11.60,11.99,12.05,0.60,0.54%,65.43,2.24
603185,上机数控,150.00,-2.32%,-3.57,5.66万,8.42亿,4.86%,152.97,145.50,151.06,153.57,0.64,8.15%,80.08,18.18
603828,柯利达,4.20,-2.33%,-0.10,3.04万,1287.09万,3.49%,4.33,4.18,4.33,4.30,0.79,0.55%,50.44,1.56
300877,金春股份,49.53,-2.33%,-1.18,1.83万,9136.60万,4.12%,51.03,48.94,50.94,50.71,0.74,6.43%,21.72,3.84
601519,大智慧,10.07,-2.33%,-0.24,41.31万,4.18亿,2.62%,10.27,10.00,10.24,10.31,0.52,2.08%,965.06,13.57
603826,坤彩科技,36.45,-2.33%,-0.87,1.69万,6235.64万,3.48%,37.67,36.37,37.33,37.32,0.68,0.36%,109.53,11.19
600519,贵州茅台,2090.00,-2.34%,-50.00,5.39万,113.45亿,4.11%,2150.88,2063.02,2142.00,2140.00,1.23,0.43%,58.21,17.69
603689,皖天然气,10.84,-2.34%,-0.26,5.92万,6451.89万,4.59%,11.27,10.76,11.26,11.10,0.74,1.76%,18.45,1.59
600169,太原重工,2.08,-2.35%,-0.05,28.77万,5994.50万,3.29%,2.13,2.06,2.12,2.13,0.62,1.12%,-13.08,1.77
002503,搜于特,2.49,-2.35%,-0.06,220.11万,5.50亿,9.80%,2.65,2.40,2.45,2.55,1.56,9.13%,95.88,1.40
688578,艾力斯-U,27.72,-2.36%,-0.67,2.55万,7100.93万,3.24%,28.38,27.46,28.38,28.39,0.70,3.72%,-45.67,4.21
002480,新筑股份,4.54,-2.37%,-0.11,5.88万,2684.29万,3.23%,4.66,4.51,4.60,4.65,1.07,0.91%,-39.67,1.34
600971,恒源煤电,6.18,-2.37%,-0.15,38.78万,2.40亿,5.69%,6.42,6.06,6.38,6.33,0.72,3.23%,13.60,0.83
603339,四方科技,10.29,-2.37%,-0.25,4.50万,4664.06万,3.98%,10.60,10.18,10.54,10.54,0.58,1.46%,24.75,1.77
300351,永贵电器,9.46,-2.37%,-0.23,2.42万,2281.27万,2.79%,9.57,9.30,9.46,9.69,0.49,0.97%,36.43,1.86
002151,北斗星通,51.69,-2.38%,-1.26,12.34万,6.41亿,2.61%,52.88,51.50,52.88,52.95,0.60,3.35%,185.55,6.29
300551,古鳌科技,27.80,-2.39%,-0.68,2.89万,8044.11万,3.44%,28.48,27.50,28.30,28.48,0.70,2.00%,-186.92,9.81
600965,福成股份,5.71,-2.39%,-0.14,3.39万,1947.13万,3.08%,5.87,5.69,5.86,5.85,0.63,0.41%,40.25,2.33
000815,美利云,5.70,-2.40%,-0.14,17.44万,9974.33万,5.99%,5.95,5.60,5.68,5.84,1.21,2.51%,158.60,1.88
688377,迪威尔,17.09,-2.40%,-0.42,1.39万,2376.10万,5.14%,17.60,16.70,17.50,17.51,2.20,3.01%,35.48,2.21
603599,广信股份,23.98,-2.40%,-0.59,15.45万,3.68亿,6.76%,24.66,23.00,24.48,24.57,1.04,3.35%,19.19,2.03
002907,华森制药,13.41,-2.40%,-0.33,1.08万,1448.60万,3.28%,13.74,13.29,13.64,13.74,1.08,0.38%,42.63,5.01
600851,海欣股份,7.72,-2.40%,-0.19,3.88万,3008.08万,2.65%,7.86,7.65,7.86,7.91,0.54,0.53%,57.83,2.27
600781,*ST辅仁,3.25,-2.40%,-0.08,5.78万,1857.46万,3.90%,3.29,3.16,3.29,3.33,1.41,1.54%,16.80,0.35
600356,恒丰纸业,8.53,-2.40%,-0.21,5.48万,4686.65万,4.58%,8.80,8.40,8.73,8.74,0.92,1.84%,18.35,1.15
603200,上海洗霸,23.08,-2.41%,-0.57,1.40万,3212.41万,4.95%,23.64,22.47,23.64,23.65,0.76,1.39%,34.46,2.82
600483,福能股份,7.69,-2.41%,-0.19,3.56万,2749.03万,2.54%,7.85,7.65,7.85,7.88,0.76,0.23%,12.51,0.96
300337,银邦股份,5.24,-2.42%,-0.13,28.76万,1.54亿,5.96%,5.55,5.23,5.51,5.37,0.65,4.06%,2347.49,2.93
002770,ST科迪,1.61,-2.42%,-0.04,24.61万,3910.41万,3.64%,1.63,1.57,1.60,1.65,1.14,4.09%,1281.65,1.12
000795,英洛华,5.23,-2.43%,-0.13,18.47万,9681.20万,3.17%,5.36,5.19,5.35,5.36,1.27,1.63%,41.00,2.54
601995,中金公司,71.18,-2.43%,-1.77,26.05万,18.76亿,2.92%,73.30,71.17,72.40,72.95,0.55,10.01%,52.69,5.31
002938,鹏鼎控股,49.76,-2.43%,-1.24,15.29万,7.60亿,5.78%,51.80,48.85,51.75,51.00,0.82,3.18%,62.56,5.72
600313,农发种业,5.21,-2.43%,-0.13,51.96万,2.70亿,4.12%,5.30,5.08,5.30,5.34,0.55,5.10%,-798.18,3.93
605111,新洁能,189.26,-2.44%,-4.73,2.14万,4.09亿,5.67%,198.00,187.00,192.30,193.99,0.73,8.44%,142.30,17.08
601016,节能风电,4.00,-2.44%,-0.10,263.16万,10.69亿,8.29%,4.26,3.92,3.98,4.10,0.70,6.33%,27.92,2.05
688658,悦康药业,21.95,-2.44%,-0.55,6.08万,1.34亿,3.42%,22.48,21.71,22.38,22.50,0.64,7.33%,29.17,2.91
300433,蓝思科技,34.32,-2.44%,-0.86,105.01万,36.92亿,10.66%,37.48,33.73,36.66,35.18,1.33,2.40%,32.88,5.83
300416,苏试试验,22.32,-2.45%,-0.56,1.94万,4348.58万,3.80%,22.88,22.01,22.88,22.88,0.77,0.96%,44.16,4.57
603351,威尔药业,22.28,-2.45%,-0.56,7694,1724.79万,3.02%,22.90,22.21,22.84,22.84,0.61,1.29%,28.88,2.28
600961,株冶集团,6.76,-2.45%,-0.17,9.39万,6369.80万,4.04%,6.98,6.70,6.95,6.93,1.02,1.78%,16.01,-2.73
601958,金钼股份,6.36,-2.45%,-0.16,40.71万,2.58亿,4.60%,6.53,6.23,6.50,6.52,1.01,1.26%,133.79,1.67
002454,松芝股份,5.56,-2.46%,-0.14,9.84万,5489.84万,4.04%,5.74,5.51,5.71,5.70,0.91,1.58%,17.65,0.99
688529,豪森股份,33.34,-2.46%,-0.84,1.74万,5884.02万,6.14%,34.60,32.50,34.15,34.18,0.80,5.98%,46.89,4.14
600482,中国动力,18.54,-2.47%,-0.47,10.02万,1.86亿,3.84%,19.05,18.32,18.90,19.01,0.74,1.58%,51.13,1.12
000692,惠天热电,2.76,-2.47%,-0.07,3.29万,907.96万,4.24%,2.83,2.71,2.81,2.83,0.69,0.62%,-3.47,1.57
603590,康辰药业,36.27,-2.47%,-0.92,1.49万,5391.61万,3.33%,37.13,35.89,36.99,37.19,1.02,1.78%,30.70,1.96
300314,戴维医疗,16.16,-2.47%,-0.41,3.61万,5883.50万,3.74%,16.70,16.08,16.51,16.57,0.94,1.91%,27.58,4.93
688155,先惠技术,61.68,-2.48%,-1.57,9402,5755.83万,6.15%,63.99,60.10,63.99,63.25,0.78,5.47%,112.61,4.33
